cores,lithography,base_frequency,tdp,max_temp,sku,cache_size,processor_performance,socket_group,memory_group,brand
2.0,22.0,3300.0,35.0,66.4,81207,4096.0,Mid Tier,LGA,DDR3,1
2.0,22.0,3200.0,35.0,66.4,81209,3072.0,Mid Tier,LGA,DDR3,1
2.0,14.0,2100.0,15.0,105.0,84697,3072.0,Mid Tier,BGA,DDR3,1
2.0,14.0,2000.0,15.0,105.0,84695,3072.0,Mid Tier,BGA,DDR3,1
2.0,14.0,2500.0,28.0,105.0,84982,3072.0,Mid Tier,BGA,DDR3,1
2.0,14.0,2100.0,15.0,105.0,84698,3072.0,Mid Tier,BGA,DDR3,1
2.0,14.0,2200.0,15.0,105.0,84699,3072.0,Mid Tier,BGA,DDR3,1
2.0,14.0,3800.0,51.0,65.0,90731,4096.0,Mid Tier,LGA,DDR3,1
2.0,14.0,3900.0,51.0,65.0,90733,4096.0,Mid Tier,LGA,DDR3,1
2.0,14.0,3200.0,35.0,66.0,90734,3072.0,Mid Tier,LGA,DDR3,1
4.0,14.0,3100.0,54.0,100.0,130409,8192.0,Mid Tier,Other,DDR4,1
4.0,14.0,3100.0,54.0,100.0,130411,8192.0,Mid Tier,Other,DDR4,1
4.0,14.0,2700.0,28.0,100.0,137979,8192.0,Mid Tier,BGA,DDR3,1
6.0,14.0,2200.0,45.0,100.0,134906,9216.0,Mid Tier,BGA,DDR3,1
6.0,14.0,3200.0,65.0,100.0,134905,12288.0,Mid Tier,BGA,DDR4,1
6.0,14.0,2600.0,45.0,100.0,134899,9216.0,Mid Tier,BGA,DDR3,1
6.0,14.0,2400.0,35.0,100.0,129948,12288.0,Mid Tier,LGA,DDR4,1
6.0,14.0,3200.0,65.0,100.0,140642,12288.0,Mid Tier,LGA,DDR4,1
4.0,10.0,2000.0,10.0,105.0,212328,4096.0,Low Tier,BGA,LPDDR4,1
4.0,10.0,1100.0,6.0,105.0,212329,4096.0,Low Tier,BGA,LPDDR4,1
2.0,14.0,1100.0,6.0,105.0,214799,4096.0,Low Tier,BGA,LPDDR4,1
2.0,10.0,1200.0,6.5,70.0,214754,1536.0,Low Tier,BGA,LPDDR4,1
4.0,10.0,2000.0,15.0,105.0,218701,4096.0,Low Tier,BGA,LPDDR4,1
2.0,32.0,2260.0,73.0,100.0,43523,2048.0,Low Tier,LGA,DDR3,1
4.0,14.0,2400.0,45.0,100.0,191080,8192.0,Mid Tier,BGA,DDR3,1
6.0,14.0,3000.0,65.0,100.0,134895,9216.0,Mid Tier,LGA,DDR4,1
4.0,14.0,2500.0,45.0,100.0,191078,8192.0,Mid Tier,BGA,DDR3,1
6.0,14.0,1800.0,35.0,100.0,134893,9216.0,Mid Tier,LGA,DDR4,1
6.0,14.0,2200.0,35.0,100.0,191052,9216.0,Mid Tier,LGA,DDR4,1
6.0,14.0,2300.0,35.0,100.0,191051,9216.0,Mid Tier,LGA,DDR4,1
6.0,14.0,3000.0,65.0,100.0,190890,9216.0,Mid Tier,LGA,DDR4,1
6.0,14.0,3100.0,65.0,100.0,134900,9216.0,Mid Tier,LGA,DDR4,1
4.0,14.0,2400.0,45.0,100.0,191075,8192.0,Mid Tier,BGA,DDR3,1
6.0,14.0,3000.0,65.0,100.0,195324,9216.0,Mid Tier,LGA,DDR4,1
6.0,14.0,2200.0,35.0,100.0,195327,9216.0,Mid Tier,LGA,DDR4,1
8.0,14.0,3900.0,185.0,60.0,202780,36608.0,High Tier,LGA,DDR4,1
24.0,14.0,2200.0,150.0,86.0,199354,36608.0,High Tier,LGA,DDR4,1
16.0,14.0,2900.0,150.0,85.0,199348,22528.0,High Tier,LGA,DDR4,1
20.0,14.0,3100.0,205.0,76.0,199352,36608.0,High Tier,LGA,DDR4,1
24.0,14.0,3000.0,205.0,75.0,199351,36608.0,High Tier,LGA,DDR4,1
28.0,14.0,2700.0,205.0,74.0,199350,39424.0,High Tier,LGA,DDR4,1
16.0,14.0,2900.0,150.0,85.0,199347,22528.0,High Tier,LGA,DDR4,1
26.0,14.0,2100.0,150.0,85.0,199346,36608.0,High Tier,LGA,DDR4,1
28.0,14.0,2200.0,165.0,89.0,199345,39424.0,High Tier,LGA,DDR4,1
24.0,14.0,2400.0,165.0,90.0,199343,36608.0,High Tier,LGA,DDR4,1
20.0,14.0,2100.0,125.0,87.0,199342,28160.0,High Tier,LGA,DDR4,1
12.0,14.0,3600.0,205.0,64.0,198655,33792.0,High Tier,LGA,DDR4,1
8.0,14.0,3900.0,185.0,60.0,198652,36608.0,High Tier,LGA,DDR4,1
16.0,14.0,3400.0,205.0,75.0,199353,36608.0,High Tier,LGA,DDR4,1
16.0,14.0,2800.0,165.0,100.0,205687,22528.0,High Tier,LGA,DDR4,1
20.0,14.0,2400.0,150.0,100.0,204090,28160.0,High Tier,LGA,DDR4,1
16.0,14.0,2800.0,165.0,100.0,204088,22528.0,High Tier,LGA,DDR4,1
18.0,14.0,2500.0,150.0,100.0,204086,25344.0,High Tier,LGA,DDR4,1
24.0,14.0,2300.0,165.0,100.0,204095,33792.0,High Tier,LGA,DDR4,1
24.0,14.0,2000.0,150.0,100.0,204091,33792.0,High Tier,LGA,DDR4,1
24.0,14.0,2300.0,205.0,100.0,125098,33792.0,High Tier,LGA,DDR4,1
24.0,14.0,2400.0,165.0,90.0,192480,36608.0,High Tier,LGA,DDR4,1
28.0,14.0,2700.0,205.0,84.0,192478,39424.0,High Tier,LGA,DDR4,1
24.0,14.0,2400.0,165.0,90.0,192476,36608.0,High Tier,LGA,DDR4,1
28.0,14.0,2200.0,165.0,89.0,192475,39424.0,High Tier,LGA,DDR4,1
24.0,14.0,2400.0,165.0,90.0,192474,36608.0,High Tier,LGA,DDR4,1
28.0,14.0,2700.0,205.0,84.0,192472,39424.0,High Tier,LGA,DDR4,1
28.0,14.0,2200.0,165.0,89.0,192470,39424.0,High Tier,LGA,DDR4,1
4.0,14.0,3800.0,105.0,72.0,192467,16896.0,High Tier,LGA,DDR4,1
16.0,14.0,2200.0,125.0,87.0,192465,22528.0,High Tier,LGA,DDR4,1
24.0,14.0,2900.0,205.0,84.0,192481,36608.0,High Tier,LGA,DDR4,1
26.0,14.0,2700.0,205.0,84.0,192482,36608.0,High Tier,LGA,DDR4,1
2.0,14.0,3300.0,35.0,66.0,90728,4096.0,Mid Tier,LGA,DDR3,1
2.0,14.0,2700.0,28.0,100.0,91154,3072.0,Mid Tier,BGA,DDR3,1
2.0,14.0,2300.0,15.0,100.0,88180,3072.0,Mid Tier,BGA,DDR3,1
2.0,14.0,2700.0,35.0,100.0,89063,3072.0,Mid Tier,BGA,DDR3,1
2.0,14.0,2700.0,35.0,100.0,88181,4096.0,Mid Tier,LGA,DDR3,1
2.0,14.0,2700.0,35.0,100.0,90611,3072.0,Mid Tier,BGA,DDR3,1
2.0,14.0,3600.0,54.0,66.0,93366,3072.0,Mid Tier,LGA,DDR3,1
2.0,14.0,2400.0,28.0,100.0,96484,3072.0,Mid Tier,BGA,DDR3,1
2.0,14.0,2000.0,15.0,100.0,91157,3072.0,Mid Tier,BGA,DDR3,1
2.0,14.0,2400.0,15.0,100.0,95442,3072.0,Mid Tier,BGA,DDR3,1
2.0,14.0,2100.0,25.0,100.0,97124,3072.0,Mid Tier,BGA,DDR4,1
2.0,14.0,3400.0,35.0,88.0,97125,3072.0,Mid Tier,LGA,DDR3,1
2.0,14.0,3900.0,54.0,100.0,97130,3072.0,Mid Tier,LGA,DDR3,1
2.0,14.0,2900.0,35.0,100.0,97131,3072.0,Mid Tier,BGA,DDR4,1
2.0,14.0,3900.0,51.0,100.0,97455,3072.0,Mid Tier,LGA,DDR3,1
2.0,14.0,3500.0,35.0,92.0,97457,4096.0,Mid Tier,LGA,DDR3,1
4.0,22.0,1700.0,9.0,97.0,77980,2048.0,Low Tier,BGA,DDR3,1
4.0,22.0,2400.0,15.0,100.0,77981,2048.0,Low Tier,BGA,DDR3,1
4.0,22.0,2400.0,14.0,96.0,77982,2048.0,Low Tier,BGA,DDR3,1
4.0,22.0,2400.0,15.0,100.0,77983,2048.0,Low Tier,BGA,DDR3,1
8.0,22.0,2000.0,18.0,100.0,77984,4096.0,Low Tier,BGA,DDR3,1
8.0,22.0,1700.0,12.0,97.0,77985,4096.0,Low Tier,BGA,DDR3,1
8.0,22.0,2400.0,20.0,100.0,77986,4096.0,Low Tier,BGA,DDR3,1
8.0,22.0,2400.0,20.0,100.0,77988,4096.0,Low Tier,BGA,DDR3,1
8.0,22.0,2400.0,20.0,97.0,77987,4096.0,Low Tier,BGA,DDR3,1
4.0,22.0,1250.0,9.5,85.0,81270,2048.0,Low Tier,BGA,DDR3,1
2.0,22.0,1250.0,6.0,85.0,81328,1024.0,Low Tier,BGA,Other,1
2.0,14.0,1500.0,8.5,89.0,97928,4096.0,Low Tier,Other,DDR4,1
2.0,14.0,1500.0,6.0,100.0,97140,2048.0,Low Tier,BGA,DDR3,1
2.0,14.0,2300.0,15.0,100.0,96508,2048.0,Low Tier,BGA,DDR3,1
2.0,14.0,1600.0,6.0,100.0,122697,2048.0,Low Tier,BGA,DDR3,1
2.0,14.0,3800.0,54.0,100.0,129946,4096.0,Low Tier,LGA,DDR4,1
2.0,14.0,3200.0,35.0,88.0,129947,4096.0,Low Tier,LGA,DDR4,1
2.0,14.0,3100.0,35.0,100.0,129949,4096.0,Low Tier,LGA,DDR4,1
2.0,14.0,3700.0,58.0,100.0,129951,4096.0,Low Tier,LGA,DDR4,1
2.0,14.0,3900.0,54.0,100.0,129945,4096.0,Low Tier,LGA,DDR4,1
2.0,14.0,2300.0,15.0,100.0,189269,2048.0,Low Tier,BGA,DDR3,1
4.0,14.0,3100.0,54.0,100.0,148963,8192.0,Mid Tier,Other,DDR4,1
4.0,14.0,1800.0,15.0,100.0,149091,8192.0,Mid Tier,BGA,DDR3,1
2.0,14.0,1500.0,5.0,100.0,185281,4096.0,Mid Tier,BGA,DDR3,1
4.0,14.0,1900.0,15.0,100.0,193563,8192.0,Mid Tier,BGA,DDR3,1
4.0,14.0,2800.0,28.0,100.0,191050,8192.0,Mid Tier,BGA,DDR3,1
4.0,14.0,1700.0,15.0,100.0,193554,8192.0,Mid Tier,BGA,DDR3,1
4.0,14.0,1700.0,15.0,100.0,192996,8192.0,Mid Tier,BGA,DDR3,1
8.0,14.0,3600.0,95.0,100.0,186604,12288.0,Mid Tier,LGA,DDR4,1
8.0,14.0,3600.0,95.0,100.0,190885,12288.0,Mid Tier,LGA,DDR4,1
8.0,14.0,3000.0,65.0,100.0,191792,12288.0,Mid Tier,LGA,DDR4,1
8.0,14.0,3000.0,65.0,100.0,193738,12288.0,Mid Tier,LGA,DDR4,1
8.0,14.0,2000.0,35.0,100.0,191048,12288.0,Mid Tier,LGA,DDR4,1
6.0,14.0,2600.0,45.0,100.0,191047,12288.0,Mid Tier,BGA,DDR3,1
6.0,14.0,2600.0,45.0,100.0,191046,12288.0,Mid Tier,BGA,DDR3,1
6.0,14.0,2600.0,45.0,100.0,191045,12288.0,Mid Tier,BGA,DDR3,1
8.0,14.0,2600.0,65.0,100.0,195306,12288.0,Mid Tier,LGA,DDR4,1
6.0,14.0,2700.0,45.0,100.0,195328,9216.0,Mid Tier,BGA,DDR4,1
8.0,14.0,1800.0,35.0,100.0,195329,12288.0,Mid Tier,LGA,DDR4,1
6.0,14.0,1900.0,25.0,100.0,195333,9216.0,Mid Tier,BGA,DDR4,1
2.0,22.0,2600.0,55.0,100.0,71072,2048.0,Low Tier,LGA,DDR3,1
2.0,22.0,2700.0,55.0,100.0,71073,2048.0,Low Tier,LGA,DDR3,1
2.0,22.0,2300.0,35.0,100.0,71074,2048.0,Low Tier,LGA,DDR3,1
2.0,22.0,2400.0,35.0,100.0,76345,2048.0,Low Tier,LGA,DDR3,1
2.0,22.0,2800.0,55.0,100.0,76344,2048.0,Low Tier,LGA,DDR3,1
2.0,22.0,2800.0,53.0,72.0,78954,2048.0,Low Tier,LGA,DDR3,1
2.0,22.0,2400.0,35.0,66.4,78956,2048.0,Low Tier,LGA,DDR3,1
2.0,22.0,2700.0,53.0,72.0,78955,2048.0,Low Tier,LGA,DDR3,1
2.0,22.0,2200.0,35.0,100.0,78957,2048.0,Low Tier,LGA,DDR3,1
2.0,22.0,2500.0,35.0,66.4,80801,2048.0,Low Tier,LGA,DDR3,1
2.0,22.0,2800.0,53.0,72.0,80800,2048.0,Low Tier,LGA,DDR3,1
2.0,22.0,2900.0,53.0,72.0,80798,2048.0,Low Tier,LGA,DDR3,1
2.0,14.0,2800.0,51.0,100.0,90741,2048.0,Low Tier,LGA,DDR3,1
2.0,14.0,2900.0,51.0,100.0,90737,2048.0,Low Tier,LGA,DDR3,1
2.0,14.0,2300.0,35.0,100.0,90711,2048.0,Low Tier,LGA,DDR3,1
2.0,14.0,2400.0,35.0,100.0,90713,2048.0,Low Tier,BGA,DDR3,1
4.0,10.0,1000.0,15.0,100.0,196603,6144.0,Mid Tier,Other,LPDDR4,1
4.0,10.0,1200.0,15.0,100.0,196592,6144.0,Mid Tier,Other,LPDDR4,1
4.0,10.0,1100.0,15.0,100.0,196591,6144.0,Mid Tier,Other,LPDDR4,1
4.0,14.0,1000.0,7.0,100.0,196454,6144.0,Mid Tier,Other,DDR3,1
4.0,14.0,1100.0,7.0,100.0,196453,6144.0,Mid Tier,Other,DDR3,1
4.0,14.0,1600.0,15.0,100.0,195436,6144.0,Mid Tier,BGA,DDR3,1
4.0,14.0,2600.0,45.0,100.0,201895,8192.0,Mid Tier,BGA,DDR4,1
4.0,14.0,2500.0,45.0,100.0,201839,8192.0,Mid Tier,BGA,DDR4,1
6.0,14.0,3100.0,65.0,100.0,203893,12288.0,Mid Tier,LGA,DDR4,1
6.0,14.0,2300.0,35.0,100.0,203891,12288.0,Mid Tier,LGA,DDR4,1
8.0,10.0,3600.0,165.0,69.0,215273,18432.0,High Tier,LGA,DDR4,1
26.0,10.0,2200.0,185.0,79.0,215285,39936.0,High Tier,LGA,DDR4,1
20.0,10.0,2300.0,150.0,86.0,215284,30720.0,High Tier,LGA,DDR4,1
24.0,10.0,2400.0,185.0,80.0,215282,36864.0,High Tier,LGA,DDR4,1
24.0,10.0,2100.0,150.0,83.0,215281,36864.0,High Tier,LGA,DDR4,1
24.0,10.0,2400.0,185.0,80.0,215280,36864.0,High Tier,LGA,DDR4,1
24.0,10.0,2100.0,165.0,87.0,215279,36864.0,High Tier,LGA,DDR4,1
24.0,10.0,2100.0,165.0,87.0,215278,36864.0,High Tier,LGA,DDR4,1
24.0,10.0,2800.0,230.0,81.0,215276,36864.0,High Tier,LGA,DDR4,1
16.0,10.0,2900.0,185.0,78.0,215274,24576.0,High Tier,LGA,DDR4,1
12.0,10.0,3000.0,150.0,84.0,215272,18432.0,High Tier,LGA,DDR4,1
24.0,10.0,2100.0,165.0,87.0,215271,36864.0,High Tier,LGA,DDR4,1
32.0,10.0,2200.0,185.0,83.0,212633,49152.0,High Tier,LGA,DDR4,1
32.0,10.0,2300.0,205.0,81.0,212461,49152.0,High Tier,LGA,DDR4,1
18.0,10.0,3000.0,205.0,77.0,212460,39936.0,High Tier,LGA,DDR4,1
28.0,10.0,2000.0,205.0,86.0,212458,43008.0,High Tier,LGA,DDR4,1
16.0,10.0,3100.0,205.0,78.0,212457,36864.0,High Tier,LGA,DDR4,1
28.0,10.0,2600.0,235.0,80.0,212456,43008.0,High Tier,LGA,DDR4,1
28.0,10.0,2200.0,165.0,86.0,212286,43008.0,High Tier,LGA,DDR4,1
32.0,10.0,2000.0,205.0,81.0,212285,49152.0,High Tier,LGA,DDR4,1
28.0,14.0,2900.0,250.0,100.0,204087,39424.0,High Tier,LGA,DDR4,1
18.0,14.0,2500.0,150.0,100.0,204092,25344.0,High Tier,LGA,DDR4,1
18.0,14.0,3100.0,205.0,100.0,204094,25344.0,High Tier,LGA,DDR4,1
28.0,14.0,2600.0,205.0,100.0,204096,39424.0,High Tier,LGA,DDR4,1
28.0,14.0,2900.0,250.0,100.0,205684,39424.0,High Tier,LGA,DDR4,1
28.0,14.0,2600.0,205.0,100.0,205683,39424.0,High Tier,LGA,DDR4,1
8.0,14.0,3900.0,190.0,100.0,204097,36608.0,High Tier,LGA,DDR4,1
24.0,14.0,3000.0,225.0,100.0,204089,33792.0,High Tier,LGA,DDR4,1
24.0,14.0,3000.0,225.0,100.0,205688,33792.0,High Tier,LGA,DDR4,1
32.0,10.0,2600.0,250.0,81.0,212282,49152.0,High Tier,LGA,DDR4,1
32.0,10.0,2200.0,205.0,81.0,212284,49152.0,High Tier,LGA,DDR4,1
36.0,10.0,2400.0,225.0,76.0,212288,55296.0,High Tier,LGA,DDR4,1
38.0,10.0,2600.0,270.0,58.0,212289,58368.0,High Tier,LGA,DDR4,1
32.0,10.0,2200.0,205.0,81.0,212307,49152.0,High Tier,LGA,DDR4,1
32.0,10.0,2600.0,240.0,80.0,212308,49152.0,High Tier,LGA,DDR4,1
36.0,10.0,2100.0,195.0,78.0,212454,55296.0,High Tier,LGA,DDR4,1
38.0,10.0,2400.0,270.0,84.0,212455,58368.0,High Tier,LGA,DDR4,1
36.0,10.0,2400.0,250.0,80.0,212459,55296.0,High Tier,LGA,DDR4,1
32.0,10.0,2300.0,185.0,77.0,217215,49152.0,High Tier,LGA,DDR4,1
2.0,14.0,4000.0,51.0,100.0,97458,4096.0,Mid Tier,LGA,DDR3,1
2.0,14.0,4100.0,51.0,100.0,97484,4096.0,Mid Tier,LGA,DDR3,1
2.0,14.0,3400.0,35.0,92.0,97485,3072.0,Mid Tier,LGA,DDR3,1
2.0,14.0,4200.0,60.0,100.0,97527,4096.0,Mid Tier,LGA,DDR3,1
2.0,14.0,2700.0,15.0,100.0,124977,3072.0,Mid Tier,BGA,DDR3,1
2.0,14.0,2300.0,15.0,100.0,122590,3072.0,Mid Tier,Other,DDR3,1
4.0,14.0,3600.0,65.0,100.0,126688,6144.0,Mid Tier,LGA,DDR4,1
4.0,14.0,4000.0,91.0,100.0,126689,8192.0,Mid Tier,LGA,DDR4,1
2.0,14.0,2200.0,15.0,100.0,137977,4096.0,Mid Tier,BGA,DDR3,1
4.0,14.0,3700.0,62.0,100.0,129942,8192.0,Mid Tier,LGA,DDR4,1
4.0,14.0,3200.0,35.0,82.0,129943,8192.0,Mid Tier,LGA,DDR4,1
4.0,14.0,3100.0,35.0,82.0,129944,6144.0,Mid Tier,LGA,DDR4,1
2.0,14.0,3000.0,28.0,100.0,135936,4096.0,Mid Tier,BGA,DDR3,1
4.0,14.0,3000.0,45.0,100.0,149160,6144.0,Mid Tier,BGA,DDR4,1
2.0,14.0,2100.0,15.0,100.0,149090,4096.0,Mid Tier,BGA,DDR3,1
4.0,14.0,3600.0,65.0,100.0,189980,6144.0,Mid Tier,BGA,DDR4,1
2.0,14.0,2200.0,15.0,100.0,193560,4096.0,Mid Tier,BGA,DDR3,1
2.0,22.0,1500.0,7.0,100.0,123003,1024.0,Low Tier,BGA,Other,1
4.0,22.0,1400.0,10.0,100.0,123004,2048.0,Low Tier,BGA,Other,1
16.0,14.0,1700.0,24.0,78.0,97940,16384.0,Low Tier,Other,DDR4,1
12.0,14.0,2000.0,25.0,86.0,97939,12288.0,Low Tier,Other,DDR4,1
8.0,14.0,2200.0,21.0,84.0,97938,16384.0,Low Tier,Other,DDR4,1
4.0,14.0,2200.0,16.0,83.0,97937,8192.0,Low Tier,Other,DDR4,1
2.0,14.0,1600.0,9.5,89.0,97935,4096.0,Low Tier,Other,DDR4,1
8.0,14.0,1700.0,17.0,85.0,97934,16384.0,Low Tier,Other,DDR4,1
16.0,14.0,2100.0,32.0,78.0,97933,16384.0,Low Tier,Other,DDR4,1
12.0,14.0,2100.0,25.0,78.0,97932,12288.0,Low Tier,Other,DDR4,1
12.0,14.0,1900.0,21.5,85.0,97931,12288.0,Low Tier,Other,DDR4,1
4.0,14.0,1600.0,11.5,90.0,97930,8192.0,Low Tier,Other,DDR4,1
4.0,14.0,2100.0,15.0,87.0,97929,8192.0,Low Tier,Other,DDR4,1
16.0,14.0,2000.0,31.0,83.0,97927,16384.0,Low Tier,Other,DDR4,1
8.0,14.0,2200.0,25.0,82.0,97926,16384.0,Low Tier,Other,DDR4,1
12.0,14.0,2000.0,25.0,83.0,97936,12288.0,Low Tier,Other,DDR4,1
2.0,14.0,1500.0,11.0,89.0,184994,4096.0,Low Tier,Other,DDR4,1
4.0,14.0,1300.0,10.75,86.0,204842,8192.0,Low Tier,Other,DDR4,1
4.0,14.0,2400.0,17.0,82.0,204841,8192.0,Low Tier,Other,DDR4,1
8.0,14.0,2400.0,26.0,82.0,204840,16384.0,Low Tier,Other,DDR4,1
4.0,14.0,1100.0,6.0,105.0,128990,4096.0,Low Tier,BGA,LPDDR4,1
4.0,14.0,1500.0,10.0,105.0,128984,4096.0,Low Tier,BGA,LPDDR4,1
4.0,14.0,1100.0,6.0,105.0,197308,4096.0,Low Tier,BGA,LPDDR4,1
4.0,14.0,2000.0,10.0,105.0,197304,4096.0,Low Tier,BGA,LPDDR4,1
6.0,32.0,3300.0,130.0,66.8,63696,15360.0,High Tier,LGA,DDR3,1
6.0,32.0,3200.0,130.0,66.8,63697,12288.0,High Tier,LGA,DDR3,1
4.0,32.0,3600.0,130.0,66.8,63698,10240.0,High Tier,LGA,DDR3,1
4.0,22.0,2900.0,55.0,105.0,64887,8192.0,High Tier,FCPGA,DDR3,1
4.0,22.0,3000.0,55.0,105.0,71096,8192.0,High Tier,FCPGA,DDR3,1
6.0,32.0,3500.0,150.0,66.8,70845,15360.0,High Tier,LGA,DDR3,1
4.0,22.0,3000.0,57.0,100.0,75133,8192.0,High Tier,FCPGA,DDR3,1
4.0,22.0,3700.0,130.0,66.8,77781,10240.0,High Tier,LGA,DDR3,1
6.0,22.0,3400.0,130.0,66.8,77780,12288.0,High Tier,LGA,DDR3,1
6.0,22.0,3600.0,130.0,66.8,77779,15360.0,High Tier,LGA,DDR3,1
6.0,22.0,3300.0,140.0,66.8,82932,15360.0,High Tier,LGA,DDR4,1
6.0,22.0,3500.0,140.0,66.8,82931,15360.0,High Tier,LGA,DDR4,1
8.0,22.0,3000.0,140.0,66.8,82930,20480.0,High Tier,LGA,DDR4,1
6.0,14.0,3600.0,140.0,67.2,94188,15360.0,High Tier,LGA,DDR4,1
6.0,14.0,3400.0,140.0,67.2,94189,15360.0,High Tier,LGA,DDR4,1
8.0,14.0,3200.0,140.0,67.2,94196,20480.0,High Tier,LGA,DDR4,1
2.0,14.0,2300.0,15.0,100.0,189310,2048.0,Low Tier,BGA,DDR3,1
2.0,14.0,1700.0,6.0,100.0,192786,2048.0,Low Tier,BGA,DDR3,1
2.0,14.0,3300.0,35.0,88.0,135109,4096.0,Low Tier,LGA,DDR4,1
2.0,14.0,3800.0,54.0,100.0,135456,4096.0,Low Tier,LGA,DDR4,1
2.0,14.0,4000.0,54.0,100.0,135457,4096.0,Low Tier,LGA,DDR4,1
2.0,14.0,3200.0,35.0,88.0,135455,4096.0,Low Tier,LGA,DDR4,1
2.0,14.0,2400.0,15.0,100.0,197888,2048.0,Low Tier,BGA,DDR3,1
2.0,14.0,3500.0,35.0,100.0,199286,4096.0,Low Tier,LGA,DDR4,1
2.0,14.0,4200.0,58.0,100.0,199285,4096.0,Low Tier,LGA,DDR4,1
2.0,14.0,4100.0,58.0,100.0,199287,4096.0,Low Tier,LGA,DDR4,1
2.0,14.0,4000.0,58.0,100.0,199288,4096.0,Low Tier,LGA,DDR4,1
2.0,14.0,3400.0,35.0,100.0,199289,4096.0,Low Tier,LGA,DDR4,1
2.0,14.0,3200.0,35.0,100.0,203894,4096.0,Low Tier,LGA,DDR4,1
2.0,14.0,3800.0,58.0,100.0,203896,4096.0,Low Tier,LGA,DDR4,1
2.0,10.0,2688.8255892255893,54.0,100.0,208667,4096.0,Low Tier,BGA,LPDDR4,1
2.0,14.0,4300.0,58.0,100.0,201904,4096.0,Low Tier,LGA,DDR4,1
2.0,14.0,3500.0,35.0,100.0,201900,4096.0,Low Tier,LGA,DDR4,1
2.0,14.0,4100.0,58.0,100.0,201901,4096.0,Low Tier,LGA,DDR4,1
2.0,14.0,4200.0,58.0,100.0,201902,4096.0,Low Tier,LGA,DDR4,1
6.0,14.0,2900.0,45.0,100.0,134903,12288.0,High Tier,BGA,DDR3,1
8.0,14.0,3600.0,95.0,100.0,186605,16384.0,High Tier,LGA,DDR4,1
8.0,14.0,3600.0,95.0,100.0,190887,16384.0,High Tier,LGA,DDR4,1
8.0,14.0,2100.0,35.0,100.0,191044,16384.0,High Tier,LGA,DDR4,1
8.0,14.0,3100.0,65.0,100.0,191789,16384.0,High Tier,LGA,DDR4,1
8.0,14.0,2300.0,45.0,100.0,192987,16384.0,High Tier,BGA,DDR3,1
8.0,14.0,2400.0,45.0,100.0,192990,16384.0,High Tier,BGA,DDR3,1
8.0,14.0,4000.0,127.0,100.0,192943,16384.0,High Tier,LGA,DDR4,1
4.0,10.0,1300.0,15.0,100.0,196597,8192.0,Mid Tier,Other,LPDDR4,1
6.0,14.0,1100.0,15.0,100.0,196448,12288.0,Mid Tier,BGA,DDR3,1
4.0,14.0,1200.0,7.0,100.0,196452,8192.0,Mid Tier,Other,DDR3,1
4.0,14.0,1800.0,15.0,100.0,196449,8192.0,Mid Tier,BGA,DDR3,1
8.0,14.0,2300.0,45.0,100.0,202329,16384.0,Mid Tier,BGA,DDR4,1
6.0,14.0,2600.0,45.0,100.0,201837,12288.0,Mid Tier,BGA,DDR4,1
6.0,14.0,2700.0,45.0,100.0,201897,12288.0,Mid Tier,BGA,DDR4,1
8.0,14.0,2000.0,35.0,100.0,203906,16384.0,Mid Tier,LGA,DDR4,1
8.0,14.0,2000.0,35.0,100.0,199314,16384.0,Mid Tier,LGA,DDR4,1
8.0,14.0,2900.0,65.0,100.0,199316,16384.0,Mid Tier,LGA,DDR4,1
8.0,14.0,2900.0,65.0,100.0,199318,16384.0,Mid Tier,LGA,DDR4,1
8.0,14.0,2900.0,65.0,100.0,203908,16384.0,Mid Tier,LGA,DDR4,1
8.0,14.0,3800.0,125.0,100.0,199325,16384.0,Mid Tier,LGA,DDR4,1
8.0,14.0,3800.0,125.0,100.0,199335,16384.0,Mid Tier,LGA,DDR4,1
4.0,10.0,2300.0,28.0,100.0,196593,8192.0,Mid Tier,BGA,LPDDR4,1
6.0,14.0,1100.0,15.0,100.0,201888,12288.0,Mid Tier,BGA,DDR3,1
4.0,14.0,1800.0,15.0,100.0,201896,8192.0,Mid Tier,BGA,DDR3,1
8.0,14.0,2200.0,45.0,100.0,208018,16384.0,Mid Tier,BGA,DDR4,1
4.0,10.0,2688.8255892255893,54.0,100.0,208661,12288.0,Mid Tier,BGA,LPDDR4,1
2.0,14.0,1600.0,25.0,100.0,90619,2048.0,Low Tier,BGA,DDR3,1
2.0,14.0,2900.0,51.0,100.0,97452,2048.0,Low Tier,LGA,DDR3,1
2.0,14.0,2700.0,35.0,92.0,97467,2048.0,Low Tier,LGA,DDR3,1
2.0,14.0,2900.0,54.0,100.0,122824,2048.0,Low Tier,LGA,DDR3,1
2.0,14.0,2700.0,35.0,88.0,122825,2048.0,Low Tier,LGA,DDR3,1
2.0,14.0,3100.0,54.0,100.0,129487,2048.0,Low Tier,LGA,DDR4,1
2.0,14.0,3200.0,54.0,100.0,129950,2048.0,Low Tier,LGA,DDR4,1
2.0,14.0,2900.0,35.0,88.0,129952,2048.0,Low Tier,LGA,DDR4,1
2.0,14.0,3200.0,54.0,100.0,134878,2048.0,Low Tier,LGA,DDR4,1
2.0,14.0,3000.0,35.0,88.0,134868,2048.0,Low Tier,LGA,DDR4,1
2.0,14.0,3300.0,54.0,100.0,134879,2048.0,Low Tier,LGA,DDR4,1
